FID,DWR_ID,Latitude,Longitude,OID_,IN_FID,NEAR_FID,NEAR_DIST,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE,OBJECTID,Shape_Leng,ID,gages,NHDWaterbo
493,MFKBLMCO,39.352206000000002,-106.070580000000010,493,493,1345899,0.000065139685824,-106.070580000000010,39.352206000000002,-106.070555046000000,39.352266170199997,67.474673751500006,1345899,0.007373218820180,5238866, ,-9999
494,RCKTARCO,39.291378000000002,-105.697228000000000,494,494,1346906,0.000066874358769,-105.697228000000000,39.291378000000002,-105.697292129000000,39.291396962999997,163.527108282999990,1346906,0.016657918612000,5239510, ,-9999
495,TARBORCO,39.286932000000000,-105.696395000000000,495,495,1346905,0.000214334098511,-105.696395000000000,39.286932000000000,-105.696547652000010,39.286781546199997,-135.415609769000010,1346905,0.024233441951800,5239528, ,-9999
496,TARCOMCO,39.339432000000002,-105.911682000000000,496,496,1346940,0.000249041319222,-105.911682000000000,39.339432000000002,-105.911768890999990,39.339198608700002,-110.420216045999990,1346940,0.028112296356000,5239426,       06696980,-9999
497,SFRPKSCO,39.671937999999997,-102.013516000000000,497,497,1353985,0.000117890501781,-102.013516000000000,39.671937999999997,-102.013548566000000,39.671824696599998,-106.035668937000000,1353985,0.016877600931900,11699186,       06827000,-9999
498,COCRPICO,38.927222000000000,-104.814167000000000,498,498,1349578,0.000136926117907,-104.814167000000000,38.927222000000000,-104.814090885000000,38.927108178799998,-56.228418502399997,1349578,0.066466104156900,1529539,       07103990,-9999
499,FOUJANCO,38.803049000000001,-104.795807000000000,499,499,1349558,0.000025732026094,-104.795807000000000,38.803049000000001,-104.795795654000000,38.803072095300003,63.835626755600003,1349558,0.033157671390700,1529807,       07105530,-9999
500,FOUSECCO,38.729439999999997,-104.733861000000000,500,500,1236292,0.000057827817022,-104.733861000000000,38.729439999999997,-104.733918715000000,38.729443613900003,176.416995955999990,1236292,0.001819352687560,1529977,       07105800,-9999
501,LYTCARCO,38.605274000000001,-104.868309999999990,501,501,1237178,0.000523749306011,-104.868309999999990,38.605274000000001,-104.868670186000000,38.604893763900002,-133.448835812000000,1237178,0.014934561759900,948501, ,-9999
502,FOUDITCO,38.662495999999997,-104.796085000000010,502,502,1237297,0.000488110304790,-104.796085000000010,38.662495999999997,-104.796182118999990,38.662017649100001,-101.476669939999990,1237297,0.023247738006300,1530293, ,-9999
503,ROCDITCO,38.676940000000002,-104.789418000000000,503,503,1236327,0.000582757073850,-104.789418000000000,38.676940000000002,-104.789184214000000,38.677473806999998,66.348514443499994,1236327,0.087139355636600,1531239,384037104472001,-9999
504,MONBIJCO,38.837215000000000,-104.829419000000000,504,504,1349574,0.000419263772477,-104.829419000000000,38.837215000000000,-104.829005405000000,38.837146289499998,-9.432389517230000,1349574,0.031793552998300,1529719,       07104905,-9999
505,RIPDITCO,38.679715999999999,-104.851363000000010,505,505,1237299,0.000253882979618,-104.851363000000010,38.679715999999999,-104.851564588000000,38.679870333300002,142.562799727999990,1237299,0.099306055252100,1530257, ,-9999
506,STODITCO,38.610272999999999,-104.887477000000000,506,506,1237179,0.000302801878893,-104.887477000000000,38.610272999999999,-104.887582267000000,38.609989084600002,-110.343126703000000,1237179,0.027632240579500,948497,       07099215,-9999
507,WOMDITCO,38.679994000000001,-104.848029999999990,507,507,1237299,0.002497954947700,-104.848029999999990,38.679994000000001,-104.849571847000010,38.678028678700002,-128.115123342999990,1237299,0.099306055252100,1530257, ,-9999
508,TURTELCO,38.465000000000003,-104.827201000000000,508,508,1236410,0.000364207515589,-104.827201000000000,38.465000000000003,-104.826865871000000,38.464857396799999,-23.050598988499999,1236410,0.035882894635700,950371,       07099230,-9999
509,CLRRESCO,39.021943999999998,-106.242779000000000,509,509,1346052,0.000005880393434,-106.242779000000000,39.021943999999998,-106.242778732000000,39.021949874299999,87.392247234300001,1346052,0.004905163511730,916869, ,-9999
510,HILCANCO,37.900841000000000,-103.299379000000000,510,510,1234322,0.000623331134305,-103.299379000000000,37.900841000000000,-103.299710038000000,37.901369162300000,122.078395375000000,1234322,0.044457566970600,934774, ,-9999
511,PURHILCO,37.900841000000000,-103.299379000000000,511,511,1234322,0.000623331134305,-103.299379000000000,37.900841000000000,-103.299710038000000,37.901369162300000,122.078395375000000,1234322,0.044457566970600,934774, ,-9999
512,BRERESCO,38.738599000000001,-103.902176999999990,512,512,1234135,0.001917878236080,-103.902176999999990,38.738599000000001,-103.900311415999990,38.739043807000002,13.410525983299999,1234135,0.023251916219200,912635, ,-9999
513,BREOUTCO,38.738599000000001,-103.902176999999990,513,513,1234135,0.001917878236080,-103.902176999999990,38.738599000000001,-103.900311415999990,38.739043807000002,13.410525983299999,1234135,0.023251916219200,912635, ,-9999
514,DOURESCO,38.714995999999999,-103.887736000000000,514,514,1234082,0.002300390167920,-103.887736000000000,38.714995999999999,-103.885435616000000,38.714990673000003,-0.132679617515000,1234082,0.012510128086200,912645, ,-9999
515,DOUOUTCO,38.714995999999999,-103.887736000000000,515,515,1234082,0.002300390167920,-103.887736000000000,38.714995999999999,-103.885435616000000,38.714990673000003,-0.132679617515000,1234082,0.012510128086200,912645, ,-9999
516,FLYCANCO,38.006950000000003,-103.568558999999990,516,516,1233405,0.007692016513210,-103.568558999999990,38.006950000000003,-103.572138920000000,38.000141821600003,-117.736576138999990,1233405,0.007648962845070,976214, ,-9999
517,RFDMANCO,38.103890999999997,-103.805235000000000,517,517,1233672,0.000213909535290,-103.805235000000000,38.103890999999997,-103.805300253000000,38.104094713700000,107.761262200999990,1233672,0.014597243624400,975618, ,-9999
518,RFDRETCO,38.103890000000000,-103.805200000000000,518,518,1233672,0.000225538673593,-103.805200000000000,38.103890000000000,-103.805268801000000,38.104104788599997,107.761262203000000,1233672,0.014597243624400,975618, ,-9999
519,FRODITKS,38.038345999999997,-102.039071000000010,519,519,1232118,0.001169904981550,-102.039071000000010,38.038345999999997,-102.040209419000010,38.038076408000002,-166.677067736000000,1232118,0.008035093686330,1595629, ,-9999
520,COSCOSNM,36.966861000000002,-105.507110999999990,520,520,970486,0.000002218879462,-105.507110999999990,36.966861000000002,-105.507109027000000,36.966862014299998,27.200896037000000,970486,0.036665738559000,17863212,       08255500,-9999
521,TOMGUNCO,38.521110999999998,-106.940957999999990,521,521,1241350,0.000405940483813,-106.940957999999990,38.521110999999998,-106.940749296000010,38.520762818400001,-59.061075331300003,1241350,0.019506363088200,9773129,       09119000,-9999
522,MUDAPRCO,38.954149999999998,-107.347836000000000,522,522,1343831,0.005599602965860,-107.347836000000000,38.954149999999998,-107.342975409999990,38.951369673000002,-29.770173940799999,1343831,0.021629417480500,1338026, ,-9999
523,MUDAPRCO,38.954149999999998,-107.347836000000000,523,523,1343831,0.005599602965860,-107.347836000000000,38.954149999999998,-107.342975409999990,38.951369673000002,-29.770173940799999,1343831,0.021629417480500,1338026, ,-9999
524,JUNLRGCO,38.960811999999997,-108.237635000000000,524,524,1340632,0.000727003229433,-108.237635000000000,38.960811999999997,-108.237826135000010,38.961513428000004,105.242651000000000,1340632,0.026303323432300,3232403, ,-9999
525,KANJUNCO,38.960813000000002,-108.237593000000000,525,525,1340632,0.000737080521879,-108.237593000000000,38.960813000000002,-108.237786783999990,38.961524150800003,105.242650999000010,1340632,0.026303323432300,3232403, ,-9999
526,SANBROCO,38.244157000000001,-108.502033999999990,526,526,1244979,0.000098333994849,-108.502033999999990,38.244157000000001,-108.501980488000000,38.244074501599997,-57.030596088499998,1244979,0.051836663161100,18375940,       09174600,-9999
527,LAKFBLCO,37.984363000000002,-107.291945000000000,527,527,1241676,0.000363405480816,-107.291945000000000,37.984363000000002,-107.292308405000000,37.984363404500002,179.936223490999990,1241676,0.005918952255440,3255135,       09123450,-9999
528,GUNBEPCO,38.529153000000001,-107.648947000000010,528,528,1242421,0.000417530545288,-107.648947000000010,38.529153000000001,-107.648594725000000,38.528928870800002,-32.465871288999999,1242421,0.003180602681490,3252173,       09128000,-9999
529,BLUABLCO,39.455821000000000,-106.031685000000000,529,529,1346417,0.000112797793536,-106.031685000000000,39.455821000000000,-106.031738027000000,39.455721443700000,-118.041374547000000,1346417,0.032414853905000,1314651,       09046490,-9999
530,HSPCOMCO,39.383319000000000,-106.075571999999990,530,530,1346648,0.000445182574128,-106.075571999999990,39.383319000000000,-106.075572178000000,39.382873817499998,-90.022858879400005,1346648,0.039668566094100,1314767, ,-9999
531,HSPCOMCO,39.383319000000000,-106.075571999999990,531,531,1346648,0.000445182574128,-106.075571999999990,39.383319000000000,-106.075572178000000,39.382873817499998,-90.022858879400005,1346648,0.039668566094100,1314767, ,-9999
532,HSPCOMCO,39.383319000000000,-106.075571999999990,532,532,1346648,0.000445182574128,-106.075571999999990,39.383319000000000,-106.075572178000000,39.382873817499998,-90.022858879400005,1346648,0.039668566094100,1314767, ,-9999
533,HSPCOMCO,39.383319000000000,-106.075571999999990,533,533,1346648,0.000445182574128,-106.075571999999990,39.383319000000000,-106.075572178000000,39.382873817499998,-90.022858879400005,1346648,0.039668566094100,1314767, ,-9999
534,EAGREDCO,39.508319000000000,-106.366695000000010,534,534,1345279,0.000946881759444,-106.366695000000010,39.508319000000000,-106.365790735000000,39.508599873700000,17.255318588000002,1345279,0.015603315830800,1320016,       09063000,-9999
535,GORREDCO,39.641097000000002,-106.394752000000000,535,535,1345284,0.000200733969626,-106.394752000000000,39.641097000000002,-106.394719510000000,39.640898912899999,-80.685215158899993,1345284,0.011978794873100,1319236,       09066325,-9999
536,HOMGOLCO,39.405543000000002,-106.433362000000000,536,536,1345272,0.000217467403255,-106.433362000000000,39.405543000000002,-106.433272777000000,39.405344678900001,-65.777345974100001,1345272,0.035732466792100,1320914,       09064000,-9999
537,HOMRESCO,39.366647000000000,-106.458926000000010,537,537,1345276,0.003355423539250,-106.458926000000010,39.366647000000000,-106.460707431000000,39.369490478800003,122.067017641000010,1345276,0.008780401572150,1321058, ,-9999
538,HOMOUTCO,39.366647000000000,-106.458926000000010,538,538,1345276,0.003355423539250,-106.458926000000010,39.366647000000000,-106.460707431000000,39.369490478800003,122.067017641000010,1345276,0.008780401572150,1321058, ,-9999
539,HOMOUTCO,39.366647000000000,-106.458926000000010,539,539,1345276,0.003355423539250,-106.458926000000010,39.366647000000000,-106.460707431000000,39.369490478800003,122.067017641000010,1345276,0.008780401572150,1321058, ,-9999
540,LAKNEDCO,39.647486000000001,-106.609200000000000,540,540,1345206,0.000282908410402,-106.609200000000000,39.647486000000001,-106.609463741000000,39.647383638900003,-158.788175179000010,1345206,0.030140735752700,1319324,       09067200,-9999
541,ROADIFCO,39.141100000000002,-106.774204000000000,541,541,1344522,0.000066537741639,-106.774204000000000,39.141100000000002,-106.774241800000000,39.141045241999997,-124.617644770000000,1344522,0.014421224424400,1327173,       09073300,-9999
542,FRAWINCO,39.899987000000003,-105.776674000000000,542,542,1600804,0.000283767148597,-105.776674000000000,39.899987000000003,-105.776425853000010,39.900124647100000,29.017103353100001,1600804,0.054737904820800,1239657,       09024000,-9999
543,COLUTACO,39.132759999999998,-109.027055000000000,543,543,1336883,0.000931084521608,-109.027055000000000,39.132759999999998,-109.026150536000000,39.132538950200001,-13.733792981400001,1336883,0.034921715132300,3176490,       09163500,-9999
544,CORNRACO,39.920250000000003,-108.472872000000000,544,544,1612560,0.000011998472906,-108.472872000000000,39.920250000000003,-108.472869433000000,39.920261720699997,77.646367445400003,1612560,0.043678009755100,3240437,       09306242,-9999
545,ELKCRACO,40.531083000000002,-107.436173999999990,545,545,1608031,0.000111754369878,-107.436173999999990,40.531083000000002,-107.436141327000000,40.530976128399999,-73.000654084800004,1608031,0.026367702294600,1352642,       09246500,-9999
546,NPLGATCO,40.936639000000000,-106.339194000000010,546,546,1712204,0.000065387033703,-106.339194000000010,40.936639000000000,-106.339249033000000,40.936674310999997,147.314271195000000,1712204,0.012293051242000,15994940, ,-9999
547,YAMSTACO,40.264260999999998,-106.891767000000000,547,547,1606239,0.000074988339864,-106.891767000000000,40.264260999999998,-106.891752278000000,40.264187471000000,-78.677930036700005,1606239,0.038287014926700,1357658,       09237450,-9999
548,BLADIVCO,37.203617000000001,-106.810315000000000,548,548,966868,0.000914871366573,-106.810315000000000,37.203617000000001,-106.811187811000000,37.203891208999998,162.558967107000000,966868,0.064397128752700,17037043, ,-9999
549,RIOBLACO,37.203617000000001,-106.811150000000000,549,549,966868,0.000276691500994,-106.811150000000000,37.203617000000001,-106.811195581000010,37.203889911200001,99.481936360099994,966868,0.064397128752700,17037043, ,-9999
550,LOSIGNCO,37.166111000000001,-107.582500000000000,550,550,964595,0.000420815850230,-107.582500000000000,37.166111000000001,-107.582795946000000,37.165811831500001,-134.689781807000000,964595,0.043286131551400,17034425,       09353800,-9999
551,VALBAYCO,37.477500999999997,-107.543668999999990,551,551,965766,0.000265318274351,-107.543668999999990,37.477500999999997,-107.543902169000010,37.477627593500003,151.501346186000010,965766,0.014498547182500,17034207, ,-9999
552,MCELMZCO,37.326659999999997,-108.700653000000000,552,552,961315,0.000102626232749,-108.700653000000000,37.326659999999997,-108.700565534000010,37.326713683199998,31.540053976100001,961315,0.080846526981600,3262733,       09371520,-9999
553,MUDHIGCO,37.312772000000002,-108.661207000000000,553,553,962392,0.000049640860605,-108.661207000000000,37.312772000000002,-108.661256491000000,37.312775856199998,175.544718292999990,962392,0.016032123459100,3262783,       09371492,-9999
554,DOLRICCO,37.638883999999997,-108.060351999999990,554,554,963531,0.000248564325537,-108.060351999999990,37.638883999999997,-108.060158060000010,37.638728528700000,-38.717204566100001,963531,0.011516322539800,18384141,       09165000,-9999
555,DOLDOLCO,37.472493000000000,-108.497591000000000,555,555,961524,0.000176785112390,-108.497591000000000,37.472493000000000,-108.497697239000000,37.472634302000003,126.937930654000000,961524,0.047112931971700,18385551,       09166500,-9999
556,NAVOSOCO,37.030289000000003,-106.737816000000000,556,556,966821,0.000174301957457,-106.737816000000000,37.030289000000003,-106.737819134000010,37.030463273800002,91.030384546700006,966821,0.010505574097800,17037089, ,-9999
557,OSODIVCO,37.030289000000003,-106.737821999999990,557,557,966821,0.000174194061661,-106.737821999999990,37.030289000000003,-106.737825132000000,37.030463165900002,91.030384546700006,966821,0.010505574097800,17037089, ,-9999
558,METSEWCO,39.812483000000000,-104.954153000000010,558,558,1349481,0.000383283443754,-104.954153000000010,39.812483000000000,-104.954171160000000,39.812865852999998,92.715700974599997,1349481,0.031144426642900,229709,       06714215,-9999
559,METSEWCO,39.812483000000000,-104.954153000000010,559,559,1349481,0.000383283443754,-104.954153000000010,39.812483000000000,-104.954171160000000,39.812865852999998,92.715700974599997,1349481,0.031144426642900,229709,       06714215,-9999
560,METSEWCO,39.812483000000000,-104.954153000000010,560,560,1349481,0.000383283443754,-104.954153000000010,39.812483000000000,-104.954171160000000,39.812865852999998,92.715700974599997,1349481,0.031144426642900,229709,       06714215,-9999
561,SANCOMCO,39.810972000000000,-104.951583000000000,561,561,1349395,0.000095884256641,-104.951583000000000,39.810972000000000,-104.951496026000000,39.811012364800000,24.896081416900000,1349395,0.003781363699810,229677,394839104570300,-9999
562,PLASIXCO,39.812207999999998,-104.958313000000000,562,562,1349481,0.000219957916029,-104.958313000000000,39.812207999999998,-104.958470852000000,39.812361180300002,135.860535426000010,1349481,0.031144426642900,229709,       06714215,-9999
563,NOCALACO,40.878315999999998,-105.338041000000000,563,563,1599626,0.000030471213014,-105.338041000000000,40.878315999999998,-105.338062058999990,40.878338022599998,133.719356094999990,1599626,0.007612754860300,2898187,       06751150,-9999
564,ADATUNCO,40.327762000000000,-105.578057000000000,564,564,1600424,0.000146684541867,-105.578057000000000,40.327762000000000,-105.578080696000000,40.327906757900003,99.296487995800007,1600424,0.057640661075300,13606, ,-9999
565,BTBMORCO,40.353873000000000,-105.584168000000010,565,565,1600325,0.000463208626393,-105.584168000000010,40.353873000000000,-105.584221455000010,40.353412886100003,-96.626761638600001,1600325,0.015597246514700,13584,402114105350101,-9999
566,BTBLESCO,40.376373000000001,-105.485553000000000,566,566,1599424,0.000078486365036,-105.485553000000000,40.376373000000001,-105.485562841999990,40.376295133100001,-97.203530555200004,1599424,0.078040683526000,13560, ,-9999
567,MARYLACO,40.336092000000001,-105.534164000000000,567,567,1599512,0.006977302196380,-105.534164000000000,40.336092000000001,-105.530038613000000,40.341719071000000,53.753656585900004,1599512,0.031461998008400,13138, ,-9999
568,OLYDAMCO,40.376370000000001,-105.485558999999990,568,568,1599424,0.000074757677904,-105.485558999999990,40.376370000000001,-105.485568374000000,40.376295832399997,-97.203530556800004,1599424,0.078040683526000,13560, ,-9999
569,OLYTUNCO,40.374983000000000,-105.487497000000000,569,569,1599580,0.000279993120977,-105.487497000000000,40.374983000000000,-105.487700413000000,40.375175403999997,136.593177290999990,1599580,0.006088460250080,13654, ,-9999
570,WINBYPCO,40.328333000000001,-105.577500000000000,570,570,1600424,0.000133522335574,-105.577500000000000,40.328333000000001,-105.577413244000000,40.328231503100000,-49.477367906900000,1600424,0.057640661075300,13606, ,-9999
571,WINDESCO,40.326925000000003,-105.581954999999990,571,571,1600424,0.000344385484271,-105.581954999999990,40.326925000000003,-105.581762383000000,40.326639518000000,-55.992126011300002,1600424,0.057640661075300,13606, ,-9999
572,BOCLONCO,40.138778000000002,-105.020222000000000,572,572,1598128,0.000331566199493,-105.020222000000000,40.138778000000002,-105.019926054000000,40.138927505300003,26.801843187199999,1598128,0.063412128889400,2888998,       06730500,-9999
573,CLEWFOCO,39.751931999999996,-105.661947000000000,573,573,1347594,0.000579599013708,-105.661947000000000,39.751931999999996,-105.662526599000000,39.751931726199999,-179.972935393999990,1347594,0.044771766075600,2885542,       06715000,-9999
574,CLELAWCO,39.765821000000003,-105.626112000000010,574,574,1347577,0.000093496973979,-105.626112000000010,39.765821000000003,-105.626077257000010,39.765734197699999,-68.186241299299994,1347577,0.041024596549700,2885140,       06716500,-9999
575,CLEGOLCO,39.753042999999998,-105.235266999999990,575,575,1348717,0.000052655196063,-105.235266999999990,39.753042999999998,-105.235263234000000,39.752990479600001,-85.898963829400003,1348717,0.029174072744800,2885178,       06719505,-9999
576,RALCRKCO,39.819988000000002,-105.259992000000000,576,576,1348703,0.000153433452169,-105.259992000000000,39.819988000000002,-105.259991873000000,39.820141433400003,89.952547017599997,1348703,0.006469535661660,2884970, ,-9999
577,CHRRESCO,39.649431999999997,-104.854699000000000,577,577,1349491,0.001029848217050,-104.854699000000000,39.649431999999997,-104.853676870000000,39.649557849300002,7.019191753380000,1349491,0.007054458881180,230705, ,229217
578,PLAUNICO,39.632488000000002,-105.014983000000000,578,578,1348894,0.000074331439559,-105.014983000000000,39.632488000000002,-105.015029738000000,39.632430200999998,-128.959971819999990,1348894,0.024561829036300,188209,       06710247,-9999
579,CHEDENCO,39.742486999999997,-104.999982000000000,579,579,1349467,0.000172326306685,-104.999982000000000,39.742486999999997,-104.999821073000010,39.742548635500000,20.957006878200001,1349467,0.040400978370800,233727,       06713500,-9999
580,CHARESCO,39.484152000000002,-105.065261000000010,580,580,1349020,0.001154548955360,-105.065261000000010,39.484152000000002,-105.064971470000000,39.485269656299998,75.476713781499996,1349020,0.067431005627300,191257, ,-9999
581,PLUCASCO,39.423000000000002,-104.904611000000000,581,581,1349077,0.000153626599499,-104.904611000000000,39.423000000000002,-104.904677382000000,39.422861455499998,-115.600836630000000,1349077,0.012988175172700,191767, ,-9999
582,PLABRUCO,39.259990000000002,-105.221937999999990,582,582,1348393,0.000006356789456,-105.221937999999990,39.259990000000002,-105.221936806000000,39.259996243700002,79.175383853400007,1348393,0.020140867915900,190643,       06701900,-9999
583,BCRRESCO,39.653314999999999,-105.195550000000000,583,583,1348207,0.000439772037532,-105.195550000000000,39.653314999999999,-105.195440043000000,39.652889196300002,-75.520562354299997,1348207,0.065659172043800,188173, ,-9999
584,SPACHECO,39.162768999999997,-105.310273000000000,584,584,1348438,0.000045303810191,-105.310273000000000,39.162768999999997,-105.310229769000000,39.162755454200003,-17.397553968200000,1348438,0.025548550351600,190871,       06700000,-9999
585,BEARCOCO,38.822490999999999,-104.888586000000000,585,585,1349847,0.000462936875110,-104.888586000000000,38.822490999999999,-104.888300693000010,38.822126431400001,-51.953657221599997,1349847,0.051132258744400,1529743,       07105000,-9999
586,BURDITCO,38.534399999999998,-104.625800000000000,586,586,1235928,0.001491481986220,-104.625800000000000,38.534399999999998,-104.625962986999990,38.535882549800000,96.273724357099994,1235928,0.008955466261380,1530729, ,-9999
587,CAMPGOCO,38.876936000000001,-104.872754000000000,587,587,1349630,0.000183689301577,-104.872754000000000,38.876936000000001,-104.872644648999990,38.877083594299997,53.465600246299999,1349630,0.081878580597500,1529691,       07103702,-9999
588,CHEEVACO,38.790546999999997,-104.864140000000010,588,588,1349853,0.000045586000042,-104.864140000000010,38.790546999999997,-104.864094413999990,38.790546999999997,0.000000000000000,1349853,0.045516798185900,1529797, ,-9999
589,COCRWOCO,38.939438000000003,-104.741086000000000,589,589,1350571,0.000050356775306,-104.741086000000000,38.939438000000003,-104.741053719000010,38.939399350999999,-50.130314261099997,1350571,0.033794097981300,1531159,       07103980,-9999
590,CRUGULCO,38.735880000000002,-104.703500000000010,590,590,1235962,0.004530378228000,-104.703500000000010,38.735880000000002,-104.707091615000000,38.738641272999999,142.446522348000000,1235962,0.003643283673110,1531385, ,-9999
591,FOMDITCO,38.811010000000003,-104.803900000000000,591,591,1349561,0.001058431596630,-104.803900000000000,38.811010000000003,-104.804157266000000,38.809983310299998,-104.067404228000000,1349561,0.013205834466900,1531399, ,-9999
592,JIMCAMCO,38.684441000000000,-104.688582999999990,592,592,1235988,0.000242621039458,-104.688582999999990,38.684441000000000,-104.688340509000000,38.684448927900000,1.872522056440000,1235988,0.037936001252200,1530241,       07105900,-9999
593,MONGATCO,39.031027999999999,-104.846611000000000,593,593,1349591,0.000070986685920,-104.846611000000000,39.031027999999999,-104.846616940999990,39.031098737599997,94.801196085499996,1349591,0.037251576166200,1528197,       07103780,-9999
594,ROCAFOCO,38.707492999999999,-104.846639999999990,594,594,1237292,0.000002341325624,-104.846639999999990,38.707492999999999,-104.846637659000000,38.707492999000003,-0.024352667999100,1237292,0.079709235624200,1530177,       07105945,-9999
595,SPRAUGCO,38.808250000000001,-104.795400000000000,595,595,1349653,0.000014534890566,-104.795400000000000,38.808250000000001,-104.795411974999990,38.808258238199997,145.473503840000010,1349653,0.005221006282280,1531435, ,-9999
596,MONAIRCO,38.970548000000001,-104.902758000000010,596,596,1349622,0.000324933944934,-104.902758000000010,38.970548000000001,-104.902471682000000,38.970394364400001,-28.217565321399999,1349622,0.036667566296700,1531145,       07103800,-9999
597,WDVDITCO,38.501829999999998,-104.608000000000000,597,597,1234614,0.001210870349620,-104.608000000000000,38.501829999999998,-104.606807458000010,38.502039884299997,9.981687304899999,1234614,0.003423955912420,1530849, ,-9999
598,ARKBGNCO,38.994993999999998,-106.220298000000000,598,598,1346017,0.000637350332758,-106.220298000000000,38.994993999999998,-106.219716902000000,38.995255802999999,24.253080843599999,1346017,0.036631934167200,917441,       07087050,-9999
599,ARKNATCO,38.652219000000002,-106.051126000000000,599,599,1239426,0.000273499048272,-106.051126000000000,38.652219000000002,-106.050852612000000,38.652211207000001,-1.632789769960000,1239426,0.020454501818300,918597,       07091200,-9999
600,TURQLACO,39.252780000000001,-106.374280000000000,600,600,1344998,0.000201604675903,-106.374280000000000,39.252780000000001,-106.374078854999990,39.252766399099997,-3.868297403620000,1344998,0.003342754886600,916505, ,-9999
601,TWIRESCO,39.080280000000002,-106.313890000000000,601,601,1346304,0.000818635487931,-106.313890000000000,39.080280000000002,-106.313376319000000,39.080917413700000,51.135261503999999,1346304,0.019154643678700,916919, ,916361
602,ARKPARCO,38.487219000000003,-105.373604000000000,602,602,1237581,0.000262523574989,-105.373604000000000,38.487219000000003,-105.373676162000000,38.486966589200001,-105.954842848000000,1237581,0.007582947642980,920981,       07094500,-9999
603,BEACEMCO,38.561661999999998,-105.021925999999990,603,603,1236447,0.000011478356255,-105.021925999999990,38.561661999999998,-105.021937315000000,38.561660067799998,-170.308954965000000,1236447,0.033104877085900,947577,       07099050,-9999
604,FOUVICCO,38.663881000000003,-105.228041000000000,604,604,1237896,0.000298713157695,-105.228041000000000,38.663881000000003,-105.227852562000000,38.664112777000000,50.888367558100001,1237896,0.021831132062800,947431,       07096250,-9999
605,ARKMOFCO,38.253613999999999,-104.606084999999990,605,605,1234422,0.000613162425739,-104.606084999999990,38.253613999999999,-104.605817219000000,38.254165598800000,64.105093877000002,1234422,0.053152887050400,951131,       07099970,-9999
606,HUEBOOCO,38.225002000000003,-104.260800000000000,606,606,1233881,0.000952478168612,-104.260800000000000,38.225002000000003,-104.261319595000000,38.225800270199997,123.060170084000010,1233881,0.075578576325500,1423102,       07116500,-9999
607,STCHARCO,38.245558000000003,-104.486360000000000,607,607,1234395,0.003274413522530,-104.486360000000000,38.245558000000003,-104.489596989000010,38.245064353300002,-171.329096612999990,1234395,0.092619419679000,952325,       07108900,-9999
608,ADORESCO,38.234721999999998,-103.278893000000000,608,608,1234241,0.025333203943900,-103.278893000000000,38.234721999999998,-103.278403483000010,38.260050474000003,88.892796826899996,1234241,0.045621276157300,1593745, ,-9999
609,ARKLASCO,38.080840000000002,-103.219652000000000,609,609,1234290,0.001336179460530,-103.219652000000000,38.080840000000002,-103.219730733000010,38.082173857800001,93.378046511400001,1234290,0.080548479737400,1594283,       07124000,-9999
610,FLYAUGCO,38.111139999999999,-103.377950000000000,610,610,1234170,0.000230181809350,-103.377950000000000,38.111139999999999,-103.377877889000000,38.110921405299997,-71.743025391000003,1234170,0.028816411793700,914231, ,-9999
611,TIMSWICO,38.003064000000002,-103.656059000000000,611,611,1233461,0.000417598898795,-103.656059000000000,38.003064000000002,-103.655985446000000,38.002652929800000,-79.855322263500000,1233461,0.049971183427900,975692,       07121500,-9999
612,CILDITCO,37.184443999999999,-104.488335000000010,612,612,971079,0.000022376644066,-104.488335000000010,37.184443999999999,-104.488351683999990,37.184458911800000,138.210090654000000,971079,0.018800047238100,938230, ,-9999
613,SOUDITCO,37.199444000000000,-104.469719000000000,613,613,970769,0.001835675730590,-104.469719000000000,37.199444000000000,-104.471156726000000,37.200585337299998,141.555724314000000,970769,0.018834991183100,937160, ,-9999
614,PIKDITCO,37.173889000000003,-104.504166000000000,614,614,971075,0.001471501556840,-104.504166000000000,37.173889000000003,-104.504167529000000,37.172417499200002,-90.059536495499998,971075,0.029041419460300,938144, ,-9999
615,PURMADCO,37.129465000000003,-104.639989000000000,615,615,970775,0.000489805462886,-104.639989000000000,37.129465000000003,-104.639698815000000,37.129070409000001,-53.668974714299999,970775,0.023468732325300,937408,       07124200,-9999
616,BIGLAMCO,38.114176000000000,-102.483802000000000,616,616,1233314,0.000453495642110,-102.483802000000000,38.114176000000000,-102.484253314000000,38.114220428899998,174.377716365999990,1233314,0.002852234715980,992915,       07134100,-9999
617,SANCRECO,38.034435000000002,-105.718065000000000,617,617,1239203,0.000219745673000,-105.718065000000000,38.034435000000002,-105.717870664000000,38.034332424399999,-27.826288452800000,1239203,0.035125889308800,17887404, ,-9999
618,SPACRECO,37.952772000000003,-105.662238000000000,618,618,1239250,0.018361312598500,-105.662238000000000,37.952772000000003,-105.679655013000000,37.946959474000003,-161.544758113000000,1239250,0.051251184057600,17889730, ,-9999
619,WILCRECO,37.958058999999999,-105.700282000000000,619,619,1239297,0.000016647475827,-105.700282000000000,37.958058999999999,-105.700274670000000,37.958044052900000,-63.877904102899997,1239297,0.071477196015200,17889716, ,-9999
620,RAZBVGCO,38.355989000000001,-106.566436999999990,620,620,1241385,0.008362042639340,-106.566436999999990,38.355989000000001,-106.561474548000010,38.349258633799998,-53.597805299599997,1241385,0.007059752590500,9774089, ,-9999
